#	Date	LTP	%Change	High	Low	Open	Qty.	Turnover
1	2017/07/16	276.00	0	281.00	271.00	271.00	2,554	702,600.00
2	2017/07/13	276.00	-0.72	280.00	276.00	276.00	7,140	1,980,770.00
3	2017/07/12	278.00	-1.07	285.00	276.00	280.00	3,725	1,043,490.00
4	2017/07/11	281.00	0.36	289.00	280.00	280.00	6,088	1,729,660.00
5	2017/07/10	280.00	-2.44	292.00	280.00	292.00	15,172	4,293,970.00
6	2017/07/09	287.00	-1.03	300.00	270.00	290.00	93,320	26,968,513.00
7	2017/07/06	290.00	7.41	290.00	268.00	269.00	5,233	1,435,370.00
8	2017/07/05	270.00	2.66	270.00	258.00	260.00	3,728	972,449.00
9	2017/07/04	263.00	-2.59	267.00	260.00	265.00	15,104	3,979,030.00
10	2017/07/03	270.00	2.66	270.00	262.00	263.00	4,820	1,272,860.00
11	2017/07/02	263.00	-1.87	265.00	258.00	263.00	3,841	1,002,860.00
12	2017/06/28	268.00	0	268.00	262.00	265.00	2,666	702,794.00
13	2017/06/27	268.00	0.37	268.00	262.00	262.00	4,715	1,242,700.00
14	2017/06/25	267.00	0.75	267.00	260.00	260.00	5,824	1,533,350.00
15	2017/06/22	265.00	0	272.00	261.00	265.00	8,865	2,344,870.00
16	2017/06/21	267.00	-0.75	270.00	265.00	267.00	854	228,158.00
17	2017/06/20	267.00	-1.11	270.00	260.00	265.00	4,312	1,129,820.00
18	2017/06/19	270.00	0	275.00	265.00	265.00	2,637	703,751.00
19	2017/06/18	270.00	-3.57	275.00	270.00	280.00	109	29,480.00
20	2017/06/15	280.00	-1.41	283.00	275.00	280.00	1,132	317,276.00
21	2017/06/14	284.00	5.19	284.00	266.00	270.00	2,319	628,967.00
22	2017/06/13	270.00	2.27	273.00	264.00	264.00	1,890	507,708.00
23	2017/06/12	265.00	-3.65	276.00	264.00	269.00	5,020	1,344,170.00
24	2017/06/11	270.00	-0.36	276.00	270.00	275.00	4,800	1,299,660.00
25	2017/06/08	275.00	-1.08	277.00	274.00	275.00	8,514	2,344,950.00
26	2017/06/07	278.00	-1.42	287.00	277.00	287.00	3,225	898,872.00
27	2017/06/06	282.00	0.71	287.00	277.00	285.00	5,469	1,537,170.00
28	2017/06/05	280.00	1.45	280.00	277.00	279.00	13,395	3,746,560.00
29	2017/06/04	276.00	-1.43	280.00	275.00	275.00	8,708	2,429,370.00
30	2017/06/01	280.00	-3.45	289.00	279.00	285.00	7,130	2,007,940.00
31	2017/05/31	290.00	3.57	290.00	276.00	280.00	6,640	1,852,515.00
32	2017/05/30	280.00	-0.71	282.00	275.00	279.00	7,659	2,130,340.00
33	2017/05/28	282.00	-1.05	288.00	281.00	285.00	4,553	1,291,560.00
34	2017/05/24	285.00	-0.7	296.00	283.00	287.00	10,074	2,891,049.00
35	2017/05/23	287.00	0.35	301.00	285.00	291.00	6,478	1,902,450.00
36	2017/05/22	286.00	-1.04	299.00	286.00	290.00	4,678	1,351,380.00
37	2017/05/21	289.00	-3.34	294.00	287.00	294.00	17,037	4,935,700.00
38	2017/05/18	299.00	-1.32	300.00	293.00	303.00	11,537	3,413,699.00
39	2017/05/17	303.00	-0.98	305.00	297.00	300.00	11,239	3,381,220.00
40	2017/05/16	306.00	1.32	306.00	296.00	302.00	16,506	4,946,730.00
41	2017/05/15	302.00	-1.95	318.00	294.00	312.00	78,557	23,668,600.00
42	2017/05/11	304.00	8.07	310.00	288.00	290.00	92,535	27,815,800.00
43	2017/05/09	285.00	3.64	294.00	270.00	275.00	19,785	5,573,857.00
44	2017/05/08	276.00	1.85	286.00	265.00	266.00	8,621	2,379,260.00
45	2017/05/07	270.00	-2.53	279.00	266.00	277.00	1,957	535,684.00
46	2017/05/04	277.00	-1.77	280.00	276.00	278.00	3,005	833,880.00
47	2017/05/03	282.00	2.54	285.00	278.00	280.00	3,195	897,094.00
48	2017/05/02	275.00	-5.17	290.00	275.00	285.00	14,592	4,119,450.00
49	2017/04/30	290.00	0	295.00	276.00	285.00	14,105	3,989,360.00
50	2017/04/27	290.00	-0.68	297.00	279.00	288.00	37,296	10,681,600.00
51	2017/04/26	292.00	3.18	293.00	279.00	280.00	12,747	3,637,430.00
52	2017/04/25	283.00	-1.39	286.00	278.00	286.00	10,975	3,080,720.00
53	2017/04/24	287.00	-1.03	293.00	280.00	285.00	18,004	5,130,040.00
54	2017/04/23	290.00	-0.34	304.00	286.00	291.00	16,099	4,712,969.00
55	2017/04/20	291.00	2.46	291.00	275.00	279.00	4,211	1,180,110.00
56	2017/04/19	284.00	1.79	284.00	272.00	279.00	8,409	2,355,658.00
57	2017/04/18	279.00	-0.36	287.00	270.00	285.00	7,247	1,987,410.00
58	2017/04/16	280.00	-2.44	292.00	273.00	292.00	14,739	4,146,050.00
59	2017/04/13	287.00	-2.71	293.00	283.00	290.00	4,349	1,253,270.00
60	2017/04/12	295.00	-1.99	306.00	295.00	300.00	22,956	6,866,260.00
61	2017/04/11	301.00	0.33	316.00	296.00	306.00	20,961	6,294,180.00
62	2017/04/10	300.00	3.45	304.00	286.00	286.00	39,707	11,737,300.00
63	2017/04/09	288.00	6.23	290.00	271.00	273.00	18,557	5,142,510.00
64	2017/04/06	273.00	-1.09	275.00	267.00	276.00	8,798	2,371,632.00
65	2017/04/04	276.00	0.36	276.00	265.00	272.00	16,352	4,432,410.00
66	2017/04/03	275.00	0	295.00	275.00	280.00	19,680	5,499,090.00
67	2017/04/02	275.00	1.85	288.00	270.00	275.00	6,514	1,825,820.00
68	2017/03/30	270.00	-0.37	279.00	266.00	271.00	9,588	2,587,212.00
69	2017/03/29	271.00	-4.86	293.00	266.00	288.00	22,957	6,389,380.00
70	2017/03/28	288.00	3.6	298.00	273.00	278.00	5,931	1,700,500.00
71	2017/03/26	278.00	5.7	289.00	255.00	268.00	42,623	11,822,500.00
72	2017/03/23	260.00	8.68	264.00	234.00	246.00	28,717	7,267,280.00
73	2017/03/22	242.00	0.83	262.00	237.00	244.00	28,299	6,974,340.00
74	2017/03/21	240.00	3.45	240.00	227.00	236.00	4,241	978,686.00
75	2017/03/20	232.00	1.31	237.00	229.00	230.00	9,785	2,270,260.00
76	2017/03/19	229.00	0.88	235.00	224.00	227.00	6,260	1,437,929.00
77	2017/03/16	227.00	-1.3	231.00	222.00	231.00	3,869	871,958.00
78	2017/03/15	230.00	3.6	237.00	216.00	218.00	11,463	2,579,800.00
79	2017/03/14	222.00	-2.63	226.00	219.00	224.00	6,406	1,423,560.00
80	2017/03/13	228.00	2.7	229.00	219.00	219.00	11,867	2,671,360.00
81	2017/03/09	221.00	5.71	222.00	210.00	210.00	4,040	881,710.00
82	2017/03/07	210.00	-2.33	215.00	206.00	215.00	3,347	703,252.00
83	2017/03/02	214.00	0.47	214.00	207.00	211.00	2,681	563,722.00
84	2017/03/01	213.00	2.4	213.00	205.00	206.00	3,317	690,668.00
85	2017/02/28	208.00	0.48	210.00	206.00	210.00	1,662	344,153.00
86	2017/02/26	207.00	-0.96	208.00	205.00	206.00	1,269	263,012.00
87	2017/02/23	209.00	0.48	216.00	208.00	208.00	3,577	758,914.00
88	2017/02/22	208.00	-1.89	212.00	204.00	208.00	2,484	514,164.00
89	2017/02/21	212.00	-1.4	219.00	212.00	219.00	3,733	813,734.00
90	2017/02/20	218.00	-3.15	230.00	215.00	222.00	5,449	1,191,230.00
91	2017/02/19	222.00	0.91	222.00	216.00	216.00	6,166	1,349,200.00
92	2017/02/16	220.00	0.46	223.00	215.00	223.00	2,683	586,997.00
93	2017/02/15	219.00	1.39	220.00	209.00	220.00	5,154	1,110,440.00
94	2017/02/14	216.00	-1.82	216.00	200.00	216.00	5,516	1,123,760.00
95	2017/02/13	220.00	7.32	220.00	201.00	208.00	3,448	702,246.00
96	2017/02/12	205.00	-3.3	212.00	205.00	209.00	5,197	1,079,210.00
97	2017/02/09	212.00	-2.75	220.00	212.00	220.00	7,226	1,556,940.00
98	2017/02/08	218.00	-1.36	221.00	218.00	221.00	4,713	1,030,860.00
99	2017/02/07	221.00	-3.07	225.00	220.00	224.00	11,067	2,447,620.00
100	2017/02/06	228.00	1.79	228.00	219.00	220.00	957	211,944.00
101	2017/02/05	224.00	-2.61	234.00	223.00	230.00	3,768	847,993.00
102	2017/02/02	230.00	-2.54	244.00	230.00	240.00	18,329	4,384,130.00
103	2017/02/01	236.00	5.83	243.00	227.00	227.00	2,764	652,290.00
104	2017/01/31	223.00	4.21	223.00	206.00	210.00	2,518	538,276.00
105	2017/01/30	214.00	-8.15	229.00	210.00	229.00	5,775	1,246,500.00
106	2017/01/26	233.00	-3.32	237.00	226.00	237.00	7,702	1,784,510.00
107	2017/01/25	241.00	-2.43	245.00	240.00	243.00	3,320	804,530.00
108	2017/01/24	247.00	0	250.00	245.00	245.00	7,167	1,771,820.00
109	2017/01/23	247.00	-1.59	250.00	246.00	246.00	9,685	2,401,790.00
110	2017/01/22	251.00	2.45	251.00	243.00	244.00	4,038	999,334.00
111	2017/01/19	245.00	0	248.00	244.00	245.00	3,921	960,241.00
112	2017/01/18	247.00	-0.81	247.00	244.00	244.00	491	120,479.00
113	2017/01/17	247.00	0.82	247.00	244.00	245.00	2,049	501,652.00
114	2017/01/16	245.00	-0.81	249.00	243.00	243.00	4,183	1,029,040.00
115	2017/01/15	247.00	-2.37	252.00	247.00	252.00	2,709	674,791.00
116	2017/01/12	253.00	1.61	255.00	249.00	250.00	6,482	1,619,580.00
117	2017/01/11	249.00	-2.35	259.00	247.00	259.00	4,037	1,014,490.00
118	2017/01/10	255.00	1.19	255.00	250.00	252.00	1,154	288,950.00
119	2017/01/09	252.00	0.8	252.00	248.00	250.00	336	83,808.00
120	2017/01/08	250.00	0	250.00	245.00	246.00	3,126	771,242.00
121	2017/01/05	250.00	-0.79	250.00	248.00	248.00	2,129	531,672.00
122	2017/01/04	252.00	-1.18	255.00	248.00	250.00	3,661	918,910.00
123	2017/01/03	255.00	3.66	255.00	242.00	242.00	7,007	1,720,780.00
124	2017/01/02	246.00	-1.6	255.00	246.00	255.00	9,057	2,257,770.00
125	2017/01/01	250.00	0.81	260.00	246.00	246.00	10,091	2,547,960.00
126	2016/12/29	248.00	1.22	250.00	246.00	248.00	7,942	1,975,920.00
127	2016/12/28	245.00	1.24	250.00	239.00	246.00	7,568	1,843,480.00
128	2016/12/27	242.00	0.41	246.00	236.00	240.00	4,439	1,063,750.00
129	2016/12/26	241.00	-5.49	255.00	241.00	255.00	9,156	2,243,730.00
130	2016/12/22	255.00	0.79	255.00	246.00	248.00	344	86,510.00
131	2016/12/21	253.00	-0.78	258.00	250.00	252.00	3,627	918,303.00
132	2016/12/20	255.00	-2.3	260.00	255.00	260.00	4,813	1,233,610.00
133	2016/12/19	261.00	-3.69	266.00	261.00	266.00	3,187	838,598.00
134	2016/12/18	271.00	1.88	271.00	259.00	265.00	990	260,623.00
135	2016/12/15	264.00	2.7	266.00	256.00	258.00	1,660	434,130.00
136	2016/12/14	259.00	2.78	259.00	253.00	257.00	1,778	455,434.00
137	2016/12/12	252.00	-1.56	257.00	250.00	252.00	1,745	440,150.00
138	2016/12/11	256.00	-1.54	260.00	255.00	255.00	2,743	706,381.00
139	2016/12/08	261.00	-2.99	265.00	260.00	263.00	4,478	1,175,750.00
140	2016/12/07	268.00	-0.74	270.00	267.00	267.00	4,512	1,208,290.00
141	2016/12/06	270.00	1.89	270.00	260.00	266.00	4,261	1,131,150.00
142	2016/12/05	265.00	-1.12	270.00	265.00	270.00	647	172,790.00
143	2016/12/04	268.00	-1.47	277.00	268.00	277.00	2,417	661,238.00
144	2016/12/01	272.00	-6.21	290.00	272.00	287.00	9,291	2,587,270.00
145	2016/11/30	290.00	3.57	291.00	272.00	285.00	21,105	5,936,200.00
146	2016/11/29	280.00	3.7	280.00	255.00	265.00	7,905	2,145,550.00
147	2016/11/28	270.00	8	270.00	232.00	245.00	5,222	1,290,980.00
148	2016/11/27	250.00	-7.41	265.00	245.00	265.00	19,305	4,833,530.00
149	2016/11/24	270.00	1.89	275.00	264.00	267.00	10,701	2,866,920.00
150	2016/11/23	265.00	-2.93	275.00	260.00	271.00	8,129	2,177,600.00
151	2016/11/22	273.00	1.11	278.00	265.00	265.00	6,612	1,796,370.00
152	2016/11/21	270.00	-3.57	284.00	266.00	280.00	19,562	5,312,800.00
153	2016/11/20	280.00	-5.08	295.00	280.00	295.00	1,020	291,300.00
154	2016/11/17	295.00	1.72	295.00	285.00	290.00	2,824	811,976.00
155	2016/11/16	290.00	-2.68	296.00	290.00	295.00	5,329	1,561,000.00
156	2016/11/15	298.00	0.68	298.00	293.00	301.00	2,655	783,348.00
157	2016/11/14	296.00	-1.66	301.00	295.00	297.00	3,195	946,965.00
158	2016/11/13	301.00	-0.66	302.00	295.00	297.00	7,990	2,398,750.00
159	2016/11/10	303.00	1	304.00	294.00	294.00	5,246	1,572,230.00
160	2016/11/09	300.00	-2.28	307.00	300.00	307.00	9,327	2,829,150.00
161	2016/11/08	307.00	-0.97	312.00	306.00	311.00	7,379	2,282,710.00
162	2016/11/07	310.00	-0.64	311.00	306.00	306.00	6,544	2,021,890.00
163	2016/11/03	312.00	-1.89	312.00	306.00	312.00	1,642	509,052.00
164	2016/10/27	318.00	1.27	320.00	312.00	320.00	2,273	717,671.00
165	2016/10/26	314.00	0	314.00	312.00	313.00	5,324	1,665,860.00
166	2016/10/25	314.00	-1.26	316.00	310.00	312.00	6,363	1,997,750.00
167	2016/10/24	318.00	1.6	319.00	308.00	308.00	8,316	2,614,430.00
168	2016/10/23	313.00	-0.32	317.00	309.00	310.00	8,181	2,564,540.00
169	2016/10/20	314.00	0	315.00	310.00	315.00	8,394	2,616,280.00
170	2016/10/19	314.00	-0.32	321.00	311.00	312.00	6,093	1,907,740.00
171	2016/10/18	315.00	-0.32	316.00	313.00	313.00	3,832	1,204,500.00
172	2016/10/17	316.00	0.32	318.00	311.00	311.00	8,800	2,773,420.00
173	2016/10/16	315.00	-2.17	324.00	311.00	316.00	5,959	1,888,130.00
174	2016/10/06	322.00	5.57	322.00	306.00	311.00	9,330	2,953,280.00
175	2016/10/05	305.00	0.33	317.00	305.00	305.00	15,217	4,693,910.00
176	2016/10/04	304.00	-0.33	307.00	301.00	305.00	8,603	2,624,210.00
177	2016/10/03	305.00	-0.97	306.00	300.00	303.00	18,923	5,720,430.00
178	2016/10/02	308.00	0.65	308.00	289.00	300.00	16,525	4,890,740.00
179	2016/09/29	306.00	-1.61	310.00	298.00	306.00	21,704	6,580,500.00
180	2016/09/28	311.00	-0.32	315.00	306.00	306.00	4,388	1,360,100.00
181	2016/09/27	312.00	0	315.00	310.00	312.00	11,066	3,457,880.00
182	2016/09/26	312.00	0.65	316.00	308.00	308.00	12,182	3,824,250.00
183	2016/09/22	321.00	0.31	337.00	318.00	321.00	11,901	3,842,450.00
184	2016/09/21	320.00	0.31	320.00	312.00	313.00	16,016	5,053,320.00
185	2016/09/20	319.00	0.95	319.00	311.00	311.00	19,641	6,205,520.00
186	2016/09/18	316.00	-0.31	321.00	310.00	321.00	9,852	3,088,550.00
187	2016/09/14	317.00	0.96	319.00	311.00	315.00	14,414	4,514,930.00
188	2016/09/12	314.00	-1.57	322.00	313.00	314.00	3,344	1,062,410.00
189	2016/09/11	319.00	0	319.00	310.00	318.00	6,643	2,083,810.00
190	2016/09/08	319.00	-0.93	322.00	317.00	322.00	6,626	2,117,450.00
191	2016/09/07	322.00	0	327.00	315.00	327.00	8,267	2,629,770.00
192	2016/09/06	322.00	-2.13	328.00	322.00	324.00	4,247	1,377,400.00
193	2016/09/05	329.00	-2.95	345.00	323.00	345.00	7,583	2,520,990.00
194	2016/09/04	339.00	6.94	339.00	313.00	317.00	15,750	5,092,280.00
195	2016/09/01	317.00	-1.86	322.00	312.00	317.00	8,824	2,798,250.00
196	2016/08/31	323.00	-5.83	337.00	317.00	337.00	13,230	4,270,030.00
197	2016/08/30	343.00	0.88	343.00	335.00	335.00	4,138	1,401,840.00
198	2016/08/29	340.00	1.19	340.00	322.00	330.00	6,465	2,164,150.00
199	2016/08/28	336.00	3.7	346.00	318.00	324.00	5,064	1,678,820.00
200	2016/08/24	324.00	-2.11	338.00	315.00	337.00	7,157	2,314,560.00
201	2016/08/23	331.00	-1.19	340.00	316.00	330.00	15,006	4,835,640.00
202	2016/08/22	335.00	-7.2	354.00	325.00	354.00	12,380	4,198,160.00
203	2016/08/21	362.00	-3.73	368.00	354.00	368.00	2,985	1,077,430.00
204	2016/08/17	370.00	5.63	375.00	362.00	362.00	15,832	5,794,670.00
205	2016/08/16	355.00	-4.05	367.00	349.00	365.00	6,738	2,413,480.00
206	2016/08/15	370.00	-2.63	394.00	350.00	380.00	35,439	13,017,900.00
207	2016/08/14	418.00	-2.79	422.00	404.00	422.00	106,293	43,745,200.00
208	2016/08/11	430.00	-1.38	439.00	424.00	436.00	89,007	38,528,900.00
209	2016/08/10	434.00	1.16	453.00	414.00	438.00	65,264	28,116,400.00
210	2016/08/09	430.00	4.62	445.00	419.00	411.00	5,971	2,612,269.00
211	2016/08/08	411.00	-7.64	440.00	403.00	445.00	40,204	16,866,048.00
212	2016/08/07	445.00	7.23	456.00	423.00	415.00	70,764	32,194,670.00
213	2016/08/04	415.00	-6.53	452.00	415.00	444.00	29,163	12,420,223.00
214	2016/08/03	444.00	0	444.00	416.00	444.00	24,492	10,715,367.00
215	2016/08/02	444.00	-3.06	455.00	436.00	458.00	54,916	24,450,641.00
216	2016/08/01	458.00	-1.51	485.00	440.00	465.00	50,730	23,334,558.00
217	2016/07/31	465.00	9.93	465.00	420.00	423.00	135,415	60,799,361.00
218	2016/07/28	423.00	-0.94	428.00	415.00	427.00	28,720	12,131,249.00
219	2016/07/27	427.00	0.71	435.00	416.00	424.00	33,978	14,446,653.00
220	2016/07/26	424.00	2.17	428.00	410.00	415.00	35,590	14,854,924.00
221	2016/07/25	415.00	0.48	420.00	410.00	413.00	21,184	8,798,701.00
222	2016/07/21	413.00	-0.24	414.00	401.00	414.00	23,283	9,504,104.00
223	2016/07/20	414.00	-1.43	422.00	412.00	422.00	11,320	4,709,540.00
224	2016/07/19	420.00	1.2	424.00	405.00	415.00	38,058	15,813,300.00
225	2016/07/18	415.00	-1.43	429.00	413.00	421.00	13,166	5,493,523.00
226	2016/07/17	421.00	2.18	435.00	415.00	412.00	32,931	14,193,922.00
227	2016/07/14	412.00	3.78	423.00	395.00	395.00	42,759	17,863,600.00
228	2016/07/13	397.00	-1.98	400.00	385.00	405.00	15,233	6,032,779.00
229	2016/07/12	405.00	-1.7	412.00	393.00	412.00	22,869	9,211,460.00
230	2016/07/11	412.00	-1.9	420.00	405.00	420.00	14,144	5,841,361.00
231	2016/07/10	420.00	-0.47	425.00	417.00	422.00	33,129	13,908,925.00
232	2016/07/06	422.00	-0.71	428.00	420.00	425.00	20,544	8,669,870.00
233	2016/07/05	425.00	-0.7	430.00	423.00	428.00	10,719	4,581,262.00
234	2016/07/04	428.00	-1.38	434.00	427.00	434.00	22,942	9,876,812.00
235	2016/07/03	434.00	-0.23	450.00	430.00	435.00	19,157	8,329,221.00
236	2016/06/30	435.00	0.46	437.00	425.00	433.00	60,741	26,110,600.00
237	2016/06/29	433.00	0.93	437.00	418.00	429.00	67,476	28,794,716.00
238	2016/06/28	429.00	1.18	435.00	416.00	424.00	27,672	11,696,232.00
239	2016/06/27	424.00	2.17	434.00	420.00	415.00	56,552	24,075,475.00
240	2016/06/26	415.00	-4.6	443.00	415.00	435.00	62,449	26,517,911.00
241	2016/06/23	435.00	9.85	435.00	401.00	396.00	156,869	66,459,227.00
242	2016/06/22	396.00	1.54	404.00	388.00	397.00	29,094	11,429,500.00
243	2016/06/21	390.00	1.04	400.00	386.00	386.00	38,502	15,135,889.00
244	2016/06/20	386.00	-1.03	402.00	383.00	390.00	60,257	23,900,165.00
245	2016/06/19	390.00	3.17	409.00	375.00	378.00	90,850	35,419,118.00
246	2016/06/16	378.00	5.29	394.00	366.00	359.00	47,493	17,656,672.00
247	2016/06/15	359.00	-1.64	370.00	357.00	367.00	27,350	9,945,110.00
248	2016/06/14	365.00	2.82	375.00	357.00	358.00	67,920	24,893,000.00
249	2016/06/13	355.00	-0.28	363.00	350.00	356.00	43,140	15,340,840.00
250	2016/06/12	356.00	2.01	357.00	344.00	349.00	50,039	17,588,019.00
251	2016/06/09	349.00	0	352.00	336.00	349.00	26,484	9,145,670.00
252	2016/06/08	349.00	0.29	354.00	342.00	348.00	13,836	4,789,227.00
253	2016/06/07	348.00	-0.57	350.00	343.00	350.00	9,737	3,369,170.00
254	2016/06/06	350.00	2.94	352.00	343.00	340.00	11,655	4,061,963.00
255	2016/06/05	340.00	-4.49	353.00	340.00	356.00	16,319	5,665,713.00
256	2016/06/02	356.00	-2.73	365.00	353.00	366.00	25,787	9,228,426.00
257	2016/06/01	366.00	-2.14	402.00	354.00	374.00	78,039	29,209,511.00
258	2016/05/31	374.00	10	374.00	340.00	340.00	61,779	22,662,140.00
259	2016/05/30	340.00	1.8	342.00	336.00	334.00	12,088	4,102,553.00
260	2016/05/29	334.00	-0.89	349.00	334.00	337.00	9,597	3,258,226.00
261	2016/05/26	337.00	-0.3	338.00	330.00	338.00	11,988	3,991,454.00
262	2016/05/25	338.00	1.81	338.00	330.00	332.00	21,449	7,186,279.00
263	2016/05/24	332.00	-0.6	335.00	331.00	334.00	13,309	4,435,578.00
264	2016/05/23	334.00	0.91	334.00	328.00	331.00	14,083	4,668,974.00
265	2016/05/22	331.00	-1.19	337.00	330.00	335.00	26,817	8,963,504.00
266	2016/05/19	335.00	0	340.00	330.00	335.00	9,542	3,201,338.00
267	2016/05/18	335.00	1.82	338.00	333.00	329.00	11,248	3,773,038.00
268	2016/05/17	329.00	-1.2	333.00	328.00	329.00	13,306	4,392,580.00
269	2016/05/16	333.00	-0.6	340.00	330.00	335.00	8,084	2,701,565.00
270	2016/05/15	335.00	-0.3	340.00	330.00	339.00	9,850	3,300,590.00
271	2016/05/12	336.00	1.2	344.00	336.00	332.00	28,999	9,852,036.00
272	2016/05/11	332.00	0.61	339.00	330.00	330.00	10,800	3,596,407.00
273	2016/05/10	330.00	-0.6	343.00	330.00	332.00	25,723	8,675,780.00
274	2016/05/09	332.00	3.75	338.00	318.00	321.00	29,320	9,637,020.00
275	2016/05/08	320.00	1.91	327.00	317.00	314.00	25,974	8,367,963.00
276	2016/05/05	314.00	-1.88	318.00	310.00	320.00	12,283	3,852,674.00
277	2016/05/04	320.00	-2.14	326.00	315.00	327.00	9,744	3,114,595.00
278	2016/05/03	327.00	6.51	331.00	305.00	307.00	64,128	20,586,310.00
279	2016/05/02	307.00	-0.97	309.00	304.00	310.00	12,570	3,863,913.00
280	2016/04/28	310.00	1.97	310.00	300.00	304.00	5,412	1,644,914.00
281	2016/04/27	304.00	-0.33	304.00	300.00	305.00	10,935	3,301,416.00
282	2016/04/26	305.00	0.99	308.00	300.00	302.00	17,487	5,302,070.00
283	2016/04/25	302.00	-1.31	305.00	301.00	306.00	14,693	4,447,772.00
284	2016/04/24	306.00	0.99	310.00	304.00	303.00	7,322	2,240,348.00
285	2016/04/21	303.00	-1.94	308.00	303.00	309.00	14,729	4,503,722.00
286	2016/04/20	309.00	-0.32	310.00	306.00	310.00	15,598	4,807,213.00
287	2016/04/19	310.00	0.32	310.00	305.00	309.00	11,936	3,664,925.00
288	2016/04/18	309.00	-0.32	316.00	309.00	310.00	3,413	1,061,364.00
289	2016/04/17	310.00	0	310.00	307.00	307.00	3,426	1,059,900.00
290	2016/04/14	310.00	1.64	311.00	301.00	305.00	7,178	2,191,076.00
291	2016/04/12	305.00	-1.29	309.00	305.00	309.00	2,060	629,846.00
292	2016/04/11	309.00	0.98	309.00	305.00	306.00	3,793	1,162,761.00
293	2016/04/10	306.00	0	310.00	302.00	306.00	9,705	2,970,974.00
294	2016/04/06	306.00	-2.55	315.00	306.00	314.00	7,395	2,291,148.00
295	2016/04/05	314.00	1.29	315.00	308.00	310.00	6,335	1,971,130.00
296	2016/04/04	310.00	-0.96	315.00	305.00	313.00	8,231	2,548,961.00
297	2016/04/03	313.00	1.62	313.00	301.00	308.00	9,938	3,026,033.00
298	2016/03/31	308.00	0.65	315.00	303.00	306.00	7,797	2,410,337.00
299	2016/03/30	306.00	-1.29	316.00	305.00	310.00	7,975	2,465,701.00
300	2016/03/29	310.00	-0.96	314.00	305.00	313.00	4,057	1,259,537.00